Date	     Extent (million sq km)
01-2014	13.148
01-2014	13.142
01-2014	13.243
01-2014	13.161
01-2014	13.236
01-2014	13.398
01-2014	13.475
01-2014	13.52
01-2014	13.456
01-2014	13.514
01-2014	13.574
01-2014	13.631
01-2014	13.715
01-2014	13.727
01-2014	13.778
01-2014	13.848
01-2014	13.855
01-2014	13.987
01-2014	13.997
01-2014	14.029
01-2014	14.131
01-2014	14.209
01-2014	14.218
01-2014	14.162
01-2014	14.139
01-2014	14.132
01-2014	14.198
02-2014	14.241
02-2014	14.341
02-2014	14.293
02-2014	14.291
02-2014	14.363
02-2014	14.286
02-2014	14.315
02-2014	14.254
02-2014	14.363
02-2014	14.307
02-2014	14.174
02-2014	14.218
02-2014	14.284
02-2014	14.365
02-2014	14.396
02-2014	14.451
02-2014	14.446
02-2014	14.381
02-2014	14.5
02-2014	14.56
02-2014	14.594
02-2014	14.602
02-2014	14.562
02-2014	14.573
02-2014	14.566
02-2014	14.656
02-2014	14.651
02-2014	14.659
03-2014	14.629
03-2014	14.658
03-2014	14.688
03-2014	14.72
03-2014	14.811
03-2014	14.804
03-2014	14.773
03-2014	14.559
03-2014	14.616
03-2014	14.617
03-2014	14.711
03-2014	14.816
03-2014	14.929
03-2014	14.889
03-2014	14.923
03-2014	14.937
03-2014	14.957
03-2014	14.973
03-2014	14.936
03-2014	15.007
03-2014	14.949
03-2014	14.785
03-2014	14.754
03-2014	14.7
03-2014	14.716
03-2014	14.715
03-2014	14.653
03-2014	14.638
03-2014	14.497
03-2014	14.538
03-2014	14.585
04-2014	14.541
04-2014	14.541
04-2014	14.475
04-2014	14.573
04-2014	14.61
04-2014	14.547
04-2014	14.479
04-2014	14.47
04-2014	14.464
04-2014	14.348
04-2014	14.358
04-2014	14.171
04-2014	14.174
04-2014	14.202
04-2014	14.147
04-2014	14.039
04-2014	13.945
04-2014	13.837
04-2014	13.797
04-2014	13.814
04-2014	13.802
04-2014	13.762
04-2014	13.797
04-2014	13.804
04-2014	13.711
04-2014	13.738
04-2014	13.671
04-2014	13.624
04-2014	13.637
04-2014	13.558
05-2014	13.35
05-2014	13.262
05-2014	13.2
05-2014	13.18
05-2014	13.125
05-2014	13.046
05-2014	13.054
05-2014	12.978
05-2014	12.938
05-2014	12.906
05-2014	12.877
05-2014	12.778
05-2014	12.716
05-2014	12.701
05-2014	12.676
05-2014	12.672
05-2014	12.678
05-2014	12.647
05-2014	12.595
05-2014	12.568
05-2014	12.531
05-2014	12.524
05-2014	12.504
05-2014	12.442
05-2014	12.354
05-2014	12.323
05-2014	12.278
05-2014	12.222
05-2014	12.195
05-2014	12.238
05-2014	12.164
06-2014	12.052
06-2014	12.005
06-2014	11.913
06-2014	11.85
06-2014	11.724
06-2014	11.714
06-2014	11.751
06-2014	11.709
06-2014	11.665
06-2014	11.531
06-2014	11.492
06-2014	11.401
06-2014	11.323
06-2014	11.295
06-2014	11.085
06-2014	11.139
06-2014	11.141
06-2014	10.997
06-2014	10.863
06-2014	10.787
06-2014	10.676
06-2014	10.562
06-2014	10.395
06-2014	10.301
06-2014	10.296
06-2014	10.236
06-2014	10.063
06-2014	9.835
06-2014	9.56
06-2014	9.617
07-2014	9.324
07-2014	9.234
07-2014	9.125
07-2014	9.067
07-2014	8.964
07-2014	8.907
07-2014	8.879
07-2014	8.708
07-2014	8.653
07-2014	8.534
07-2014	8.392
07-2014	8.378
07-2014	8.293
07-2014	8.18
07-2014	8.074
07-2014	7.999
07-2014	7.898
07-2014	7.864
07-2014	7.839
07-2014	7.778
07-2014	7.68
07-2014	7.631
07-2014	7.649
07-2014	7.53
07-2014	7.51
07-2014	7.392
07-2014	7.35
07-2014	7.312
07-2014	7.128
07-2014	7.055
07-2014	7.035
08-2014	6.984
08-2014	6.859
08-2014	6.803
08-2014	6.751
08-2014	6.739
08-2014	6.66
08-2014	6.599
08-2014	6.629
08-2014	6.553
08-2014	6.457
08-2014	6.363
08-2014	6.251
08-2014	6.184
08-2014	6.173
08-2014	6.082
08-2014	6.022
08-2014	5.94
08-2014	5.825
08-2014	5.795
08-2014	5.758
08-2014	5.705
08-2014	5.665
08-2014	5.657
08-2014	5.552
08-2014	5.539
08-2014	5.548
08-2014	5.5
08-2014	5.429
08-2014	5.494
08-2014	5.452
08-2014	5.446
09-2014	5.38
09-2014	5.371
09-2014	5.37
09-2014	5.32
09-2014	5.255
09-2014	5.246
09-2014	5.204
09-2014	5.182
09-2014	5.178
09-2014	5.122
09-2014	5.124
09-2014	5.1
09-2014	5.049
09-2014	5.044
09-2014	5.032
09-2014	4.988
09-2014	5.029
09-2014	5.088
09-2014	5.116
09-2014	5.163
09-2014	5.199
09-2014	5.16
09-2014	5.168
09-2014	5.253
09-2014	5.298
09-2014	5.368
09-2014	5.344
09-2014	5.422
09-2014	5.483
09-2014	5.542
10-2014	5.683
10-2014	5.76
10-2014	5.787
10-2014	5.831
10-2014	5.952
10-2014	6.018
10-2014	6.081
10-2014	6.13
10-2014	6.244
10-2014	6.336
10-2014	6.5
10-2014	6.646
10-2014	6.838
10-2014	6.894
10-2014	6.926
10-2014	7.049
10-2014	7.23
10-2014	7.372
10-2014	7.615
10-2014	7.805
10-2014	7.887
10-2014	8.013
10-2014	8.141
10-2014	8.248
10-2014	8.408
10-2014	8.52
10-2014	8.676
10-2014	8.756
10-2014	8.838
10-2014	8.956
10-2014	9.066
11-2014	9.17
11-2014	9.293
11-2014	9.483
11-2014	9.495
11-2014	9.481
11-2014	9.522
11-2014	9.632
11-2014	9.669
11-2014	9.648
11-2014	9.663
11-2014	9.707
11-2014	9.827
11-2014	9.994
11-2014	10.094
11-2014	10.104
11-2014	10.16
11-2014	10.195
11-2014	10.227
11-2014	10.294
11-2014	10.318
11-2014	10.359
11-2014	10.449
11-2014	10.56
11-2014	10.658
11-2014	10.726
11-2014	10.763
11-2014	10.867
11-2014	10.923
11-2014	11.042
11-2014	11.115
12-2014	11.473
12-2014	11.578
12-2014	11.554
12-2014	11.675
12-2014	11.676
12-2014	11.807
12-2014	11.822
12-2014	11.888
12-2014	11.959
12-2014	12.084
12-2014	12.227
12-2014	12.125
12-2014	12.23
12-2014	12.231
12-2014	12.267
12-2014	12.395
12-2014	12.437
12-2014	12.462
12-2014	12.543
12-2014	12.645
12-2014	12.656
12-2014	12.695
12-2014	12.725
12-2014	12.871
12-2014	12.995
12-2014	12.993
12-2014	12.967
12-2014	12.93
12-2014	12.936
12-2014	13.038
12-2014	13.046
01-2015	13.073
01-2015	13.125
01-2015	13.112
01-2015	13.051
01-2015	13.115
01-2015	13.138
01-2015	13.18
01-2015	13.231
01-2015	13.292
01-2015	13.254
01-2015	13.363
01-2015	13.432
01-2015	13.504
01-2015	13.573
01-2015	13.661
01-2015	13.782
01-2015	13.765
01-2015	13.778
01-2015	13.856
01-2015	13.818
01-2015	13.752
01-2015	13.86
01-2015	13.93
01-2015	13.944
01-2015	13.968
01-2015	13.92
01-2015	13.976
01-2015	14.005
01-2015	13.991
01-2015	14.047
01-2015	14.176
02-2015	14.246
02-2015	14.218
02-2015	14.252
02-2015	14.269
02-2015	14.232
02-2015	14.27
02-2015	14.277
02-2015	14.407
02-2015	14.455
02-2015	14.468
02-2015	14.407
02-2015	14.434
02-2015	14.443
02-2015	14.496
02-2015	14.517
02-2015	14.437
02-2015	14.358
02-2015	14.347
02-2015	14.371
02-2015	14.41
02-2015	14.534
02-2015	14.554
02-2015	14.505
02-2015	14.5
02-2015	14.492
02-2015	14.49
02-2015	14.419
02-2015	14.41
03-2015	14.533
03-2015	14.421
03-2015	14.446
03-2015	14.372
03-2015	14.263
03-2015	14.354
03-2015	14.313
03-2015	14.271
03-2015	14.26
03-2015	14.308
03-2015	14.34
03-2015	14.364
03-2015	14.353
03-2015	14.337
03-2015	14.387
03-2015	14.404
03-2015	14.31
03-2015	14.315
03-2015	14.372
03-2015	14.332
03-2015	14.356
03-2015	14.433
03-2015	14.513
03-2015	14.388
03-2015	14.444
03-2015	14.495
03-2015	14.442
03-2015	14.34
03-2015	14.343
03-2015	14.385
03-2015	14.292
04-2015	14.241
04-2015	14.25
04-2015	14.174
04-2015	14.089
04-2015	14.122
04-2015	14.042
04-2015	13.989
04-2015	13.992
04-2015	14.029
04-2015	14.054
04-2015	14.089
04-2015	14.068
04-2015	14.017
04-2015	14.035
04-2015	13.986
04-2015	13.964
04-2015	13.895
04-2015	13.898
04-2015	13.897
04-2015	13.881
04-2015	13.992
04-2015	13.951
04-2015	13.827
04-2015	13.628
04-2015	13.581
04-2015	13.535
04-2015	13.466
04-2015	13.405
04-2015	13.362
04-2015	13.336
05-2015	13.142
05-2015	13.112
05-2015	13.098
05-2015	13.134
05-2015	13.078
05-2015	12.995
05-2015	12.882
05-2015	12.812
05-2015	12.812
05-2015	12.758
05-2015	12.758
05-2015	12.699
05-2015	12.751
05-2015	12.572
05-2015	12.54
05-2015	12.512
05-2015	12.451
05-2015	12.409
05-2015	12.347
05-2015	12.297
05-2015	12.266
05-2015	12.214
05-2015	12.102
05-2015	11.98
05-2015	11.922
05-2015	11.895
05-2015	11.875
05-2015	11.841
05-2015	11.792
05-2015	11.744
05-2015	11.721
06-2015	11.568
06-2015	11.543
06-2015	11.522
06-2015	11.396
06-2015	11.362
06-2015	11.323
06-2015	11.303
06-2015	11.313
06-2015	11.249
06-2015	11.158
06-2015	11.222
06-2015	11.148
06-2015	11.087
06-2015	10.997
06-2015	10.963
06-2015	10.815
06-2015	10.748
06-2015	10.767
06-2015	10.738
06-2015	10.68
06-2015	10.585
06-2015	10.547
06-2015	10.521
06-2015	10.39
06-2015	10.463
06-2015	10.381
06-2015	10.251
06-2015	10.215
06-2015	10.104
06-2015	10.008
07-2015	9.842
07-2015	9.828
07-2015	9.746
07-2015	9.643
07-2015	9.599
07-2015	9.573
07-2015	9.379
07-2015	9.304
07-2015	9.216
07-2015	9.048
07-2015	8.968
07-2015	8.841
07-2015	8.7
07-2015	8.682
07-2015	8.601
07-2015	8.398
07-2015	8.26
07-2015	8.116
07-2015	7.955
07-2015	7.88
07-2015	7.767
07-2015	7.671
07-2015	7.519
07-2015	7.413
07-2015	7.327
07-2015	7.308
07-2015	7.219
07-2015	7.137
07-2015	7.032
07-2015	6.895
07-2015	6.847
08-2015	6.708
08-2015	6.63
08-2015	6.449
08-2015	6.441
08-2015	6.44
08-2015	6.397
08-2015	6.249
08-2015	6.196
08-2015	6.171
08-2015	6.012
08-2015	5.829
08-2015	5.834
08-2015	5.776
08-2015	5.752
08-2015	5.588
08-2015	5.539
08-2015	5.538
08-2015	5.421
08-2015	5.378
08-2015	5.356
08-2015	5.333
08-2015	5.222
08-2015	5.099
08-2015	5.028
08-2015	5.005
08-2015	4.897
08-2015	4.771
08-2015	4.693
08-2015	4.639
08-2015	4.64
08-2015	4.53
09-2015	4.466
09-2015	4.457
09-2015	4.509
09-2015	4.541
09-2015	4.485
09-2015	4.458
09-2015	4.397
09-2015	4.387
09-2015	4.438
09-2015	4.507
09-2015	4.471
09-2015	4.482
09-2015	4.426
09-2015	4.395
09-2015	4.46
09-2015	4.495
09-2015	4.512
09-2015	4.585
09-2015	4.616
09-2015	4.631
09-2015	4.644
09-2015	4.687
09-2015	4.762
09-2015	4.832
09-2015	4.833
09-2015	4.915
09-2015	4.916
09-2015	4.986
09-2015	5.04
09-2015	5.14
10-2015	5.356
10-2015	5.344
10-2015	5.289
10-2015	5.374
10-2015	5.543
10-2015	5.69
10-2015	5.819
10-2015	5.996
10-2015	6.156
10-2015	6.225
10-2015	6.314
10-2015	6.292
10-2015	6.396
10-2015	6.56
10-2015	6.756
10-2015	6.976
10-2015	7.209
10-2015	7.409
10-2015	7.564
10-2015	7.548
10-2015	7.61
10-2015	7.759
10-2015	7.895
10-2015	8.069
10-2015	8.151
10-2015	8.203
10-2015	8.289
10-2015	8.359
10-2015	8.45
10-2015	8.592
10-2015	8.76
11-2015	8.909
11-2015	8.926
11-2015	8.959
11-2015	9.068
11-2015	9.153
11-2015	9.307
11-2015	9.395
11-2015	9.476
11-2015	9.543
11-2015	9.644
11-2015	9.663
11-2015	9.65
11-2015	9.644
11-2015	9.764
11-2015	9.853
11-2015	9.941
11-2015	9.951
11-2015	9.951
11-2015	10.002
11-2015	9.98
11-2015	9.946
11-2015	10.027
11-2015	10.153
11-2015	10.281
11-2015	10.382
11-2015	10.564
11-2015	10.754
11-2015	10.824
11-2015	10.846
11-2015	10.829
12-2015	11.064
12-2015	11.135
12-2015	11.223
12-2015	11.296
12-2015	11.301
12-2015	11.372
12-2015	11.447
12-2015	11.542
12-2015	11.591
12-2015	11.739
12-2015	11.814
12-2015	11.871
12-2015	11.987
12-2015	12.019
12-2015	12.112
12-2015	12.116
12-2015	12.169
12-2015	12.249
12-2015	12.303
12-2015	12.299
12-2015	12.411
12-2015	12.381
12-2015	12.407
12-2015	12.507
12-2015	12.661
12-2015	12.65
12-2015	12.68
12-2015	12.745
12-2015	12.762
12-2015	12.8
12-2015	12.735
01-2016	12.731
01-2016	12.809
01-2016	12.789
01-2016	12.873
01-2016	12.889
01-2016	13.052
01-2016	13.19
01-2016	13.074
01-2016	13.192
01-2016	13.382
01-2016	13.534
01-2016	13.434
01-2016	13.535
01-2016	13.491
01-2016	13.497
01-2016	13.549
01-2016	13.606
01-2016	13.668
01-2016	13.661
01-2016	13.697
01-2016	13.747
01-2016	13.739
01-2016	13.693
01-2016	13.767
01-2016	13.759
01-2016	13.859
01-2016	13.85
01-2016	13.85
01-2016	13.924
01-2016	13.908
01-2016	13.899
02-2016	13.972
02-2016	13.959
02-2016	13.999
02-2016	14.103
02-2016	14.18
02-2016	14.197
02-2016	14.173
02-2016	14.255
02-2016	14.267
02-2016	14.163
02-2016	14.087
02-2016	14.156
02-2016	14.204
02-2016	14.208
02-2016	14.249
02-2016	14.223
02-2016	14.131
02-2016	14.12
02-2016	14.175
02-2016	14.178
02-2016	14.198
02-2016	14.142
02-2016	14.17
02-2016	14.307
02-2016	14.366
02-2016	14.409
02-2016	14.427
02-2016	14.525
02-2016	14.557
03-2016	14.443
03-2016	14.436
03-2016	14.38
03-2016	14.321
03-2016	14.381
03-2016	14.358
03-2016	14.38
03-2016	14.395
03-2016	14.38
03-2016	14.333
03-2016	14.369
03-2016	14.387
03-2016	14.422
03-2016	14.323
03-2016	14.507
03-2016	14.486
03-2016	14.443
03-2016	14.491
03-2016	14.482
03-2016	14.444
03-2016	14.576
03-2016	14.55
03-2016	14.53
03-2016	14.513
03-2016	14.438
03-2016	14.381
03-2016	14.369
03-2016	14.364
03-2016	14.325
03-2016	14.162
03-2016	14.182
04-2016	14.172
04-2016	14.137
04-2016	14.033
04-2016	14.052
04-2016	13.993
04-2016	13.996
04-2016	14.034
04-2016	13.954
04-2016	13.87
04-2016	13.832
04-2016	13.793
04-2016	13.865
04-2016	13.821
04-2016	13.923
04-2016	13.867
04-2016	13.822
04-2016	13.815
04-2016	13.632
04-2016	13.542
04-2016	13.624
04-2016	13.548
04-2016	13.542
04-2016	13.492
04-2016	13.408
04-2016	13.342
04-2016	13.257
04-2016	13.183
04-2016	13.164
04-2016	13.119
04-2016	12.987
05-2016	12.745
05-2016	12.676
05-2016	12.678
05-2016	12.633
05-2016	12.629
05-2016	12.506
05-2016	12.455
05-2016	12.393
05-2016	12.377
05-2016	12.273
05-2016	12.143
05-2016	12.041
05-2016	12.013
05-2016	11.945
05-2016	11.919
05-2016	11.91
05-2016	11.779
05-2016	11.718
05-2016	11.609
05-2016	11.596
05-2016	11.625
05-2016	11.591
05-2016	11.488
05-2016	11.401
05-2016	11.379
05-2016	11.361
05-2016	11.285
05-2016	11.266
05-2016	11.209
05-2016	11.157
05-2016	11.096
06-2016	10.998
06-2016	10.982
06-2016	11
06-2016	10.98
06-2016	10.965
06-2016	10.919
06-2016	10.865
06-2016	10.87
06-2016	10.843
06-2016	10.782
06-2016	10.698
06-2016	10.72
06-2016	10.657
06-2016	10.573
06-2016	10.571
06-2016	10.442
06-2016	10.339
06-2016	10.337
06-2016	10.239
06-2016	10.028
06-2016	10.015
06-2016	9.958
06-2016	9.893
06-2016	9.772
06-2016	9.647
06-2016	9.673
06-2016	9.542
06-2016	9.489
06-2016	9.446
06-2016	9.334
07-2016	9.179
07-2016	9.111
07-2016	9.048
07-2016	8.954
07-2016	8.8
07-2016	8.78
07-2016	8.686
07-2016	8.559
07-2016	8.512
07-2016	8.418
07-2016	8.238
07-2016	8.067
07-2016	7.923
07-2016	7.882
07-2016	7.808
07-2016	7.831
07-2016	7.846
07-2016	7.746
07-2016	7.669
07-2016	7.528
07-2016	7.465
07-2016	7.386
07-2016	7.293
07-2016	7.255
07-2016	7.203
07-2016	7.171
07-2016	7.139
07-2016	6.909
07-2016	6.921
07-2016	6.719
07-2016	6.665
08-2016	6.502
08-2016	6.385
08-2016	6.197
08-2016	6.267
08-2016	6.184
08-2016	6.067
08-2016	5.961
08-2016	5.924
08-2016	5.906
08-2016	5.765
08-2016	5.623
08-2016	5.552
08-2016	5.622
08-2016	5.499
08-2016	5.387
08-2016	5.251
08-2016	5.262
08-2016	5.208
08-2016	5.186
08-2016	5.022
08-2016	5.021
08-2016	5.101
08-2016	4.982
08-2016	4.939
08-2016	4.85
08-2016	4.71
08-2016	4.537
08-2016	4.707
08-2016	4.547
08-2016	4.469
08-2016	4.388
09-2016	4.278
09-2016	4.211
09-2016	4.263
09-2016	4.258
09-2016	4.201
09-2016	4.203
09-2016	4.083
09-2016	4.104
09-2016	4.137
09-2016	4.16
09-2016	4.209
09-2016	4.236
09-2016	4.341
09-2016	4.357
09-2016	4.378
09-2016	4.363
09-2016	4.309
09-2016	4.434
09-2016	4.495
09-2016	4.533
09-2016	4.593
09-2016	4.627
09-2016	4.814
09-2016	4.899
09-2016	4.916
09-2016	5.071
09-2016	5.143
09-2016	5.174
09-2016	5.175
09-2016	5.187
10-2016	5.281
10-2016	5.285
10-2016	5.269
10-2016	5.269
10-2016	5.327
10-2016	5.387
10-2016	5.363
10-2016	5.405
10-2016	5.386
10-2016	5.425
10-2016	5.446
10-2016	5.515
10-2016	5.554
10-2016	5.598
10-2016	5.736
10-2016	5.857
10-2016	5.88
10-2016	5.931
10-2016	6.105
10-2016	6.31
10-2016	6.466
10-2016	6.583
10-2016	6.705
10-2016	6.794
10-2016	6.956
10-2016	6.965
10-2016	7.006
10-2016	7.103
10-2016	7.111
10-2016	7.048
10-2016	7.08
11-2016	7.172
11-2016	7.342
11-2016	7.551
11-2016	7.634
11-2016	7.858
11-2016	8.042
11-2016	8.184
11-2016	8.238
11-2016	8.386
11-2016	8.403
11-2016	8.52
11-2016	8.615
11-2016	8.613
11-2016	8.676
11-2016	8.714
11-2016	8.753
11-2016	8.606
11-2016	8.534
11-2016	8.56
11-2016	8.671
11-2016	8.905
11-2016	8.983
11-2016	9.04
11-2016	9.173
11-2016	9.269
11-2016	9.53
11-2016	9.652
11-2016	9.712
11-2016	9.789
11-2016	9.902
12-2016	10.215
12-2016	10.38
12-2016	10.362
12-2016	10.362
12-2016	10.426
12-2016	10.508
12-2016	10.653
12-2016	10.719
12-2016	10.809
12-2016	11.046
12-2016	11.231
12-2016	11.264
12-2016	11.348
12-2016	11.521
12-2016	11.553
12-2016	11.725
12-2016	11.762
12-2016	11.785
12-2016	11.853
12-2016	11.983
12-2016	11.836
12-2016	11.919
12-2016	11.745
12-2016	11.848
12-2016	12.028
12-2016	12.097
12-2016	12.279
12-2016	12.439
12-2016	12.533
12-2016	12.669
12-2016	12.608
01-2017	12.608
01-2017	12.614
01-2017	12.705
01-2017	12.956
01-2017	12.932
01-2017	12.843
01-2017	12.852
01-2017	12.879
01-2017	12.847
01-2017	12.884
01-2017	13.054
01-2017	12.869
01-2017	12.869
01-2017	12.855
01-2017	12.887
01-2017	13
01-2017	12.978
01-2017	13.08
01-2017	13.188
01-2017	13.313
01-2017	13.373
01-2017	13.49
01-2017	13.635
01-2017	13.71
01-2017	13.763
01-2017	13.739
01-2017	13.701
01-2017	13.654
01-2017	13.623
01-2017	13.721
01-2017	13.774
02-2017	13.821
02-2017	13.826
02-2017	13.886
02-2017	13.834
02-2017	13.863
02-2017	13.956
02-2017	13.873
02-2017	13.901
02-2017	13.912
02-2017	13.926
02-2017	13.865
02-2017	13.898
02-2017	14.034
02-2017	14.161
02-2017	14.151
02-2017	14.301
02-2017	14.275
02-2017	14.304
02-2017	14.327
02-2017	14.3
02-2017	14.287
02-2017	14.418
02-2017	14.378
02-2017	14.357
02-2017	14.362
02-2017	14.324
02-2017	14.284
02-2017	14.305
03-2017	14.358
03-2017	14.379
03-2017	14.406
03-2017	14.431
03-2017	14.447
03-2017	14.424
03-2017	14.391
03-2017	14.356
03-2017	14.318
03-2017	14.284
03-2017	14.421
03-2017	14.403
03-2017	14.37
03-2017	14.424
03-2017	14.407
03-2017	14.273
03-2017	14.242
03-2017	14.178
03-2017	14.195
03-2017	14.217
03-2017	14.196
03-2017	14.136
03-2017	14.076
03-2017	14.073
03-2017	14.073
03-2017	14.107
03-2017	14.169
03-2017	14.178
03-2017	14.178
03-2017	14.181
03-2017	14.172
04-2017	14.126
04-2017	14.143
04-2017	14.227
04-2017	14.209
04-2017	14.114
04-2017	14.04
04-2017	14.094
04-2017	13.993
04-2017	13.875
04-2017	13.899
04-2017	13.935
04-2017	13.911
04-2017	13.785
04-2017	13.717
04-2017	13.74
04-2017	13.704
04-2017	13.738
04-2017	13.667
04-2017	13.624
04-2017	13.591
04-2017	13.562
04-2017	13.492
04-2017	13.498
04-2017	13.496
04-2017	13.459
04-2017	13.464
04-2017	13.451
04-2017	13.436
04-2017	13.425
04-2017	13.393
05-2017	13.134
05-2017	13.096
05-2017	13.114
05-2017	13.026
05-2017	13.035
05-2017	13.079
05-2017	12.985
05-2017	12.985
05-2017	12.934
05-2017	12.899
05-2017	12.83
05-2017	12.753
05-2017	12.687
05-2017	12.665
05-2017	12.673
05-2017	12.605
05-2017	12.6
05-2017	12.5
05-2017	12.495
05-2017	12.514
05-2017	12.434
05-2017	12.353
05-2017	12.345
05-2017	12.302
05-2017	12.255
05-2017	12.274
05-2017	12.214
05-2017	12.156
05-2017	12.107
05-2017	12.065
05-2017	11.997
06-2017	11.78
06-2017	11.765
06-2017	11.681
06-2017	11.601
06-2017	11.545
06-2017	11.51
06-2017	11.455
06-2017	11.389
06-2017	11.269
06-2017	11.234
06-2017	11.135
06-2017	11.069
06-2017	10.959
06-2017	10.869
06-2017	10.788
06-2017	10.677
06-2017	10.605
06-2017	10.537
06-2017	10.453
06-2017	10.383
06-2017	10.293
06-2017	10.234
06-2017	10.124
06-2017	10.034
06-2017	9.941
06-2017	9.913
06-2017	9.764
06-2017	9.645
06-2017	9.531
06-2017	9.421
07-2017	9.244
07-2017	9.154
07-2017	9.087
07-2017	8.963
07-2017	8.91
07-2017	8.845
07-2017	8.722
07-2017	8.681
07-2017	8.657
07-2017	8.591
07-2017	8.434
07-2017	8.274
07-2017	8.075
07-2017	7.93
07-2017	7.857
07-2017	7.794
07-2017	7.765
07-2017	7.64
07-2017	7.518
07-2017	7.395
07-2017	7.243
07-2017	7.289
07-2017	7.327
07-2017	7.242
07-2017	7.15
07-2017	7.125
07-2017	7.005
07-2017	6.809
07-2017	6.797
07-2017	6.736
07-2017	6.66
08-2017	6.46
08-2017	6.358
08-2017	6.26
08-2017	6.117
08-2017	6.146
08-2017	6.075
08-2017	5.994
08-2017	5.89
08-2017	5.797
08-2017	5.707
08-2017	5.582
08-2017	5.457
08-2017	5.409
08-2017	5.431
08-2017	5.398
08-2017	5.31
08-2017	5.301
08-2017	5.281
08-2017	5.284
08-2017	5.244
08-2017	5.219
08-2017	5.182
08-2017	5.106
08-2017	4.992
08-2017	4.907
08-2017	4.913
08-2017	4.999
08-2017	5.009
08-2017	5.003
08-2017	4.938
08-2017	4.873
09-2017	4.758
09-2017	4.791
09-2017	4.801
09-2017	4.782
09-2017	4.723
09-2017	4.643
09-2017	4.635
09-2017	4.697
09-2017	4.641
09-2017	4.628
09-2017	4.646
09-2017	4.611
09-2017	4.651
09-2017	4.651
09-2017	4.686
09-2017	4.695
09-2017	4.721
